,"Table with row headers in column A, L, W, AH, AS, BD, BO, BZ, CK, CV, and DG, and column headers in rows 6 through 8 and 45 through 47.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129
74,Wyoming,573483,1042,481231,7380,71338,6817,18511,2739,264,237,Wyoming,152,182,220,209,722,1026,2344,933,4254,1405,Wyoming,190,257,240,396,0,201,148,139,0,201,Wyoming,0,201,600,637,163,157,18,27,511,732,Wyoming,107,104,0,201,134,223,0,201,113,191,Wyoming,0,201,93,112,478,408,0,201,286,305,Wyoming,1375,841,473,355,359,399,11,21,125,216,Wyoming,7,15,110,133,205,237,357,325,66,56,Wyoming,315,369,151,136,98,131,0,201,0,201,Wyoming,310,349,178,239,979,515,733,458,0,201,Wyoming,843,741,759,592,0,201,20,25,,,Wyoming,2403,1038,0,201,0,201,2403,1038
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Puerto Rico,3313519,3560,3101332,13351,189034,12193,20167,4285,888,1134,Puerto Rico,5,8,108,137,0,262,1567,1434,0,262,Puerto Rico,1300,1243,301,509,0,262,2334,1032,374,612,Puerto Rico,0,262,0,262,171,209,595,630,118,190,Puerto Rico,0,262,9,17,0,262,0,262,0,262,Puerto Rico,1147,1059,96,159,0,262,0,262,779,983,Puerto Rico,0,262,145,159,0,262,14,12,618,492,Puerto Rico,0,262,3263,1912,94,142,0,262,1412,1243,Puerto Rico,0,262,0,262,1943,1372,901,980,209,322,Puerto Rico,0,262,0,262,1235,913,0,262,0,262,Puerto Rico,541,610,0,262,0,262,0,262,0,262,Puerto Rico,2986,1148,,,97,161,2889,1152
77,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,
78,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,1Incudes Puerto Rico and the District of Columbia,,,,,,,,
79,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,,,,2The estimates for the United States do not include Puerto Rico,,,,,,,,
80,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,,,,"3Movers within Puerto Rico are included in the column labeled ""Same state of residence 1 year ago""",,,,,,,,
81,4Foreign Country also includes Born at Sea.,,,,,,,,,,,4Foreign Country also includes Born at Sea.,,,,,,,,,,,4Foreign Country also includes Born at Sea.,,,,,,,,,,,4Foreign Country also includes Born at Sea.,,,,,,,,,,,4Foreign Country also includes Born at Sea.,,,,,,,,,,,4Foreign Country also includes Born at Sea.,,,,,,,,,,,4Foreign Country also includes Born at Sea.,,,,,,,,,,,4Foreign Country also includes Born at Sea.,,,,,,,,,,,4Foreign Country also includes Born at Sea.,,,,,,,,,,,4Foreign Country also includes Born at Sea.,,,,,,,,,,,4Foreign Country also includes Born at Sea.,,,,,,,,,,,4Foreign Country also includes Born at Sea.,,,,,,,,
82,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,
83,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,,,,N/A - Not Applicable,,,,,,,,
84,For more information on state migration flows see https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,,,,For more information on state migration flows see https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html,,,,,,,,
85,"Source: U.S. Census Bureau, 2017 American Community Survey. For more information, see https://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2017 American Community Survey. For more information, see https://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2017 American Community Survey. For more information, see https://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2017 American Community Survey. For more information, see https://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2017 American Community Survey. For more information, see https://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2017 American Community Survey. For more information, see https://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2017 American Community Survey. For more information, see https://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2017 American Community Survey. For more information, see https://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2017 American Community Survey. For more information, see https://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2017 American Community Survey. For more information, see https://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2017 American Community Survey. For more information, see https://census.gov/acs",,,,,,,,,,,"Source: U.S. Census Bureau, 2017 American Community Survey. For more information, see https://census.gov/acs",,,,,,,,
