GeoFIPS,GeoName,Region,TableName,Unit,LineCode,Description,2012,2013,2014,2015,2016,2017
 "10000","Delaware",2,SAOEMP,"Number of jobs",23,"   Accommodation and food services",5452,4986,5198,5511,6171,5995
 "10000","Delaware",2,SAOEMP,"Number of jobs",24,"  Other services, except government",169,162,167,166,164,160
 "10000","Delaware",2,SAOEMP,"Number of jobs",25," Government",541,529,524,526,536,541
 "10000","Delaware",2,SAOEMP,"Number of jobs",26,"  Federal",4,4,5,5,5,5
 "10000","Delaware",2,SAOEMP,"Number of jobs",27,"  State and local",536,525,520,521,531,536
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",1,"All Industries",25678,22970,22057,23838,22319,23651
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",2," Private Industries",23594,20681,19906,21582,19951,21312
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",3,"  Agriculture, forestry, fishing, and hunting",0,0,0,0,0,0
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",4,"  Mining",0,0,0,0,0,0
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",5,"  Utilities",0,0,0,0,0,0
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",6,"  Construction",491,523,509,793,768,"(D)"
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",7,"  Manufacturing",15,15,15,15,15,"(D)"
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",8,"   Durable goods",4,5,4,4,4,"(D)"
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",9,"   Nondurable goods",11,10,10,11,11,"(D)"
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",10,"  Wholesale trade",133,127,127,127,125,122
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",11,"  Retail trade",3678,3655,3563,3948,3788,3907
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",12,"  Transportation and warehousing",363,360,368,382,411,424
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",13,"  Information",56,55,54,52,50,48
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",14,"  Finance, insurance, real estate, rental, and leasing",78,83,79,81,79,80
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",15,"   Finance and insurance",31,29,27,26,25,23
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",16,"   Real estate and rental and leasing",47,54,52,55,54,56
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",17,"  Professional and business services",304,302,302,311,321,301
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",18,"   Educational services, health care, and social assistance",632,669,695,715,700,677
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",19,"   Educational services",595,636,664,682,669,644
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",20,"   Health care and social assistance",38,32,31,33,31,33
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",21,"  Arts, entertainment, recreation, accommodation, and food services",17291,14371,13661,14615,13180,14473
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",22,"   Arts, entertainment, and recreation",1365,1385,1439,1414,1472,1584
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",23,"   Accommodation and food services",15926,12987,12222,13201,11708,12889
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",24,"  Other services, except government",552,522,533,544,515,525
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",25," Government",2084,2289,2151,2255,2367,2339
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",26,"  Federal",1240,1404,1303,1317,1391,1392
 "11000","District of Columbia",2,SAOEMP,"Number of jobs",27,"  State and local",844,885,848,938,976,947
 "12000","Florida",5,SAOEMP,"Number of jobs",1,"All Industries",461100,452571,464085,477602,486056,502939
 "12000","Florida",5,SAOEMP,"Number of jobs",2," Private Industries",446741,438544,450138,463749,472102,488810
 "12000","Florida",5,SAOEMP,"Number of jobs",3,"  Agriculture, forestry, fishing, and hunting",5249,4760,5094,5309,5510,5658
 "12000","Florida",5,SAOEMP,"Number of jobs",4,"  Mining",3,3,2,2,2,3
 "12000","Florida",5,SAOEMP,"Number of jobs",5,"  Utilities",0,0,0,0,0,0
 "12000","Florida",5,SAOEMP,"Number of jobs",6,"  Construction",6484,5669,5751,6132,6395,6643
 "12000","Florida",5,SAOEMP,"Number of jobs",7,"  Manufacturing",8401,8669,8753,9114,9927,11068
 "12000","Florida",5,SAOEMP,"Number of jobs",8,"   Durable goods",5849,6182,6271,6620,7331,8531
