GeoFIPS,GeoName,Region,TableName,Unit,LineCode,Description,2012,2013,2014,2015,2016,2017
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",20,"   Health care and social assistance",3743,3851,3922,4056,4253,4304
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",478073,496557,494368,492578,534610,553263
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",22,"   Arts, entertainment, and recreation",273752,288792,307726,316086,332104,339726
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",23,"   Accommodation and food services",204322,207765,186641,176491,202505,213537
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",24,"  Other services, except government",26083,27033,28120,29349,30262,31643
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",25," Government",140421,140591,147241,153091,159287,166686
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",26,"  Federal",2302,2339,2288,2160,2176,2285
 "09000","Connecticut",1,SAOCOMP,"Thousands of dollars",27,"  State and local",138119,138252,144953,150931,157111,164400
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",1,"All Industries",517238,512565,533741,561823,602769,611026
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",2," Private Industries",477692,473333,494864,523078,563537,570365
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting","(D)","(D)","(D)","(D)","(D)","(D)"
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",4,"  Mining","(D)","(D)","(D)","(D)","(D)","(D)"
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",5,"  Utilities",1,1,1,1,1,1
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",6,"  Construction",7278,7882,8685,9279,10601,11759
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",7,"  Manufacturing",23826,23397,24144,24170,25604,25609
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",8,"   Durable goods",3751,3524,3650,3479,3157,2813
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",9,"   Nondurable goods",20075,19873,20494,20691,22447,22796
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",10,"  Wholesale trade",18182,17464,18317,18336,16876,16134
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",11,"  Retail trade",189745,195038,202104,213138,221242,222975
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",12,"  Transportation and warehousing",9121,8974,8926,9121,9202,9661
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",13,"  Information",930,968,1007,1000,1002,1020
 "10000","Delaware",2,SAOCOMP,"Thousands of dollars",14,"  Finance, insurance, real estate, rental, and leasing",10636,10675,9524,10050,10461,10668
