4,Current residence in --,Residence 1 year ago in --,,,,,,,,,,Current residence in --,Residence 1 year ago in --,,,,,,,,,,Current residence in --,Residence 1 year ago in --,,,,,,,,,,Current residence in --,Residence 1 year ago in --,,,,,,,,,,Current residence in --,Residence 1 year ago in --,,,,,,,,,,Current residence in --,Residence 1 year ago in --,,,,,,,,,,Current residence in --,Residence 1 year ago in --,,,,,,,,,,Current residence in --,Residence 1 year ago in --,,,,,,,,,,Current residence in --,Residence 1 year ago in --,,,,,,,,,,Current residence in --,Residence 1 year ago in --,,,,,,,,,,Current residence in --,Residence 1 year ago in --,,,
5,,Alabama,,Alaska,,Arizona,,Arkansas,,California,,,Colorado,,Connecticut,,Delaware,,District of Columbia ,,Florida,,,Georgia,,Hawaii,,Idaho,,Illinois,,Indiana,,,Iowa,,Kansas,,Kentucky,,Louisiana,,Maine,,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Puerto Rico,,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,,Wisconsin,,Wyoming,
6,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE
50,New York,2626,1415.7617742,2993,1391.5927062,4099,1337.3940546,759,390.6961578,22916,3539.5073606,New York,3047,963.04115211,12522,2638.1835396,893,672.00958054,3573,1148.2394588,30875,4819.1657606,New York,8175,2411.334207,1327,593.60401101,607,445.56609806,6982,1893.3679166,2566,948.36925049,New York,846,578.14542438,671,475.93264404,1811,866.73682538,1525,756.01952229,1557,693.11992525,New York,6982,1990.3323654,17239,2788.2343357,7467,2598.9932029,1921,1053.2133536,205,269.81084199,New York,2225,884.57678198,889,751.59346128,315,234.3195535,3137,1298.1379165,2285,987.76531371,New York,36630,5044.8682213,1248,750.10286439,1750107,36274.948862,11518,3147.9993053,0,277,New York,5822,1769.391165,1777,1220.2254739,807,443.36244343,21961,3403.8333879,5818,1523.2798593,New York,2620,943.28974679,3874,1146.2832857,219,268.16729253,2736,1155.8286714,10249,3136.2633382,New York,497,452.11755902,4407,1282.9507287,8902,2334.5493483,2163,833.73032099,995,583.99226066,New York,1894,828.58088275,310,270.47897181
51,North Carolina,5102,1861.3259322,1184,678.48852082,3016,1437.4747106,1522,923.26055483,13044,2560.2074968,North Carolina,2978,1001.0804247,4669,1753.0357952,1890,762.83609317,1654,684.71986334,24457,3413.0854677,North Carolina,14511,3369.7232361,1211,687.9048955,118,142.57937267,4708,2146.1727825,2927,976.21991056,North Carolina,1463,883.63269315,2982,1370.5482142,5790,2121.4762446,1913,1065.1703995,1338,1060.8178883,North Carolina,9570,2155.2086011,5673,1439.1483482,9510,2121.521749,1089,560.63895133,2983,1503.3701259,North Carolina,3945,1616.3252183,50,88.530195463,228,227.69824745,2159,1373.3276367,1746,888.57823559,North Carolina,13266,3224.2619387,1432,644.84765844,20865,4404.7010837,1121447,25092.247209,117,143.94125995,North Carolina,11709,2499.1743911,1620,861.74381282,1728,1259.5348856,10774,2731.598483,2496,1302.1669755,North Carolina,1717,1157.5840572,22374,3954.9820432,339,404.67367783,7780,2288.2831613,13658,3802.1680375,North Carolina,195,192.39468801,2190,1609.5190187,27787,4088.2679014,2000,938.22160757,5260,1936.2069631,North Carolina,3007,1677.7119837,427,388.92475861
52,North Dakota,312,351.55116383,922,1164.9995803,776,514.89393443,4,17.602268675,1344,825.68546051,North Dakota,468,523.61877145,84,95.743380914,0,208,0,208,979,957.41268208,North Dakota,392,337.91459309,0,208,257,240.62448009,568,342.22840302,181,209.56841616,North Dakota,513,656.37499531,114,122.71578719,327,580.77376729,83,108.14670893,0,208,North Dakota,294,285.75974877,0,208,637,490.87320951,13564,2051.6078339,113,122.17821537,North Dakota,63,76.259545812,1689,1079.7595675,100,127.74619237,207,282.23929004,0,208,North Dakota,203,226.43829823,337,329.10957988,66,89.372866653,299,292.48798515,79725,5632.1052624,North Dakota,314,362.17038933,0,208,122,127.03671594,191,209.13346353,0,208,North Dakota,0,208,22,42.044153354,1222,606.14924196,96,126.54798004,1270,719.67020379,North Dakota,280,327.74411296,0,208,85,103.51743331,390,209.77716978,141,252.20752459,North Dakota,365,228.07733686,576,445.37854764
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Ohio,2326,1197.3337911,1311,792.73213937,3845,1656.3212887,930,763.41293562,7763,2040.602012,Ohio,1788,818.86317181,1164,645.54356707,598,448.29192793,218,224.68616558,13641,2705.4626416,Ohio,4774,1213.8380764,590,510.24985902,962,710.55069983,6871,1666.2999872,10204,2129.4197459,Ohio,744,422.0454202,1521,1221.1698799,10490,1987.792945,896,495.94567531,431,312.33910911,Ohio,3273,1469.9911817,3360,1085.8131502,15255,2602.1929981,2764,1285.1269687,879,691.67819507,Ohio,2545,1190.6154427,239,238.01137717,480,582.82758579,1503,885.29217342,823,641.93435089,Ohio,2187,951.19257053,689,558.05506704,10451,2530.8847043,5793,2281.2985498,232,384.50375118,Ohio,1449735,30781.221383,382,301.90724931,990,585.01528891,10965,1934.8071193,1936,1213.1231481,Ohio,336,442.49842607,3473,1712.2164467,791,624.1748687,8025,2710.2799548,5372,1595.6484313,Ohio,1162,703.58353826,503,600.25878693,7827,1948.8290423,1620,1414.0869612,5679,1533.9072835,Ohio,1157,837.83509423,136,189.1317244
55,Oklahoma,1313,950.0865509,765,587.69993453,4401,1594.6938328,7671,2134.1150275,9264,1898.4206938,Oklahoma,4385,2007.881872,0,251,43,69.822450831,87,103.8977364,4103,1537.0098235,Oklahoma,3389,1416.417552,247,246.0839728,189,204.02476827,2314,1457.9985878,782,503.6979524,Oklahoma,2370,1455.9887472999999,5696,1396.3484417,1431,1381.7290086,1676,753.85263717,41,67.66930992,Oklahoma,1776,1003.6209576,525,348.94149309,893,425.0082818,562,522.35316634,1325,761.95584954,Oklahoma,5505,1487.3622981,138,136.89375308,437,483.98810254,1364,1174.1560716,28,53.774141695,Oklahoma,1033,871.99082235,2776,1426.0729765,2076,1215.3967031,2096,1228.2133927,272,307.34636064,Oklahoma,1573,696.11154227,542454,16864.257201,2081,1543.6104485,1180,599.71689444,0,251,Oklahoma,147,170.37824945,690,495.91825668,332,327.63614121,1091,522.83058575,32437,5060.2145779,Oklahoma,1420,672.30709266,232,295.04509238,2351,1315.1129432,1989,1315.0406153,115,175.16469498,Oklahoma,393,297.8036144,846,834.24071083
56,Oregon,1178,551.22180283,4826,2608.4940112,4833,1771.7115466,457,391.27890606,32088,4316.1229939,Oregon,2955,1194.628119,787,657.16123509,0,275,283,342.39520161,3411,1120.5598851,Oregon,362,279.07583779,3155,1765.5367806,5791,1488.0014786,1506,713.26932535,300,335.71765988,Oregon,487,395.41434077,1162,891.62421959,1942,1239.4036871,1284,888.21683222,295,436.28333857,Oregon,187,193.50927277,1325,819.66282791,1625,684.37911463,1408,1061.9179613,94,108.84817205,Oregon,401,314.76248621,2163,1050.6116749,611,428.65019738,4062,1539.7511071,0,275,Oregon,788,751.45816468,1142,691.05645312,983,542.21992336,3120,1481.5953019,0,275,Oregon,1215,631.78633773,2361,2182.7189424,525774,19040.912526,1471,830.09689373,314,387.15713669,Oregon,55,90.643082506,113,139.46020502,0,275,1037,712.67752637,5636,2135.8572246,Oregon,2239,1700.7685151,303,296.80901432,1115,806.60541579,23557,3643.6954975,901,1405.3616351,Oregon,769,799.21550913,1392,829.27295498
57,Pennsylvania,705,373.01930191,1185,921.42256218,2493,939.36104256,798,739.18738982,9955,2499.3659253,Pennsylvania,3233,1050.4752845,4552,1208.7237918,5805,1965.8098613,2153,767.65710015,15365,2940.1982866,Pennsylvania,5439,2222.1223589,506,365.69926147,753,834.70248563,3731,1340.296849,1767,740.85365165,Pennsylvania,349,263.05859483,1345,635.90740553,2274,978.19541516,859,652.67787518,998,583.39084868,Pennsylvania,18826,2810.6789592,5320,1287.722244,4431,1462.0969695,1007,501.60403747,1279,807.54707047,Pennsylvania,1116,719.88684639,90,105.75507849,237,212.46211458,2401,1018.4352298,511,453.29302532,Pennsylvania,38000,5220.7455862,270,229.17099513,31898,4091.0998199,8218,2316.4653505,254,249.17189187,Pennsylvania,12275,2550.3946259,781,590.59829994,1803,524.29133316,1265229,29298.066635,3568,1406.9360535,Pennsylvania,1406,856.20100886,2895,1279.1377098,638,547.7720325,2016,962.04952852,6279,1689.0273314,Pennsylvania,2374,1710.1736386,583,507.83070995,11607,2195.8526673,1491,730.72605344,4074,1686.1091116,Pennsylvania,2252,1215.4015456,151,155.56299777
58,Puerto Rico,0,289,0,289,774,915.90130012,60,103.90880497,668,478.20421619,Puerto Rico,413,676.15053148,1461,1007.0681401,0,289,0,289,11603,2735.0287904,Puerto Rico,724,686.22570466,0,289,0,289,667,600.47536193,0,289,Puerto Rico,0,289,0,289,56,92.864584598,0,289,113,200.73583903,Puerto Rico,427,393.46151127,2182,974.40100015,0,289,0,289,0,289,Puerto Rico,0,289,0,289,76,125.37447117,0,289,51,89.950820181,Puerto Rico,2356,1242.1741815,53,96.344912975,3867,1473.5411056,452,525.78302046,0,289,Puerto Rico,108,122.4486775,0,289,0,289,1538,1007.5288609,250658,12921.667446,Puerto Rico,837,1389.573379,0,289,157,238.59986411,169,192.3693694,2182,1496.072108,Puerto Rico,0,289,0,289,697,818.44197331,226,366.30109297,0,289,Puerto Rico,68,110.70373355,123,157.73268448
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Rhode Island,0,287,2076,1988.773127,446,336.30475108,0,287,2045,1103.707537,Rhode Island,0,287,3050,1098.8938599,62,102.6063393,107,127.55699557,2074,1610.7986238,Rhode Island,710,439.49554617,196,163.09036401,87,155.43204495,54,87.448422799,0,287,Rhode Island,0,287,0,287,132,123.53993808,66,105.02394252,400,386.6906577,Rhode Island,754,586.69657785,6947,1444.9244023,185,257.59171554,169,205.24333479,249,406.07833745,Rhode Island,0,287,65,112.27290704,13,43.028621928,84,68.588807123,1064,946.85705584,Rhode Island,1330,447.93005654,0,287,3042,957.28364852,654,823.19118533,0,287,Rhode Island,592,688.11590719,0,287,56,91.286384458,982,592.2720786,442,598.91205996,Rhode Island,102297,7613.7829322,611,539.99151457,13,43.795325321,782,646.58806589,327,363.11842677,Rhode Island,0,287,521,656.81113317,2855,1699.37517,330,518.96947428,0,287,Rhode Island,44,73.079483715,0,287
61,South Carolina,2447,1160.2750112,241,182.43339245,1378,588.08588951,555,341.20349538,5290,1717.9014678,South Carolina,1454,963.46661366,2951,1462.6189361,1005,917.76789402,330,320.44625334,11845,2350.9280544,South Carolina,17672,3242.7963691,608,353.35541957,491,370.25273962,2501,1109.1078097,1628,777.76810777,South Carolina,326,286.46554461,259,259.17208619,2213,718.10618675,2125,1610.5642149,484,334.50317612,South Carolina,1692,690.47383315,1908,1307.9714024,3353,1205.9575668,637,350.85096657,808,484.17103666,South Carolina,1682,1260.3583252,184,217.10479165,356,421.1866622,639,490.12263609,1240,929.87508239,South Carolina,4722,1425.820487,752,567.63918489,10762,2762.08572,24468,4183.8925117,55,92.048003115,South Carolina,7011,2441.6771905,876,684.86518337,616,562.70855257,7008,2714.5300842,302,242.97797129,South Carolina,424,330.67609804,499571,18981.131313,183,319.44993628,3330,1024.2159577,4461,1398.2138579,South Carolina,164,151.27293351,567,591.01853396,8035,2222.6794475,1841,799.06719508,617,514.42742887,South Carolina,850,468.93494237,527,828.06006013
62,South Dakota,180,236.24342069,15,25.981107295,361,298.93004091,56,89.390274765,2390,1331.2796575,South Dakota,1000,447.65207612,11,18.35483894,0,223,0,223,994,928.42377665,South Dakota,24,42.586123972,56,90.328326565,158,266.21543804,984,801.43515369,0,223,South Dakota,2539,877.79926724,384,302.00537931,30,49.792169113,16,29.371427783,234,417.9606405,South Dakota,0,223,46,53.068781018,511,382.08502501,5445,1645.9142426,99,111.23959017,South Dakota,210,238.76907254,1756,1211.7071563,2002,1349.8918011,99,141.55127026,0,223,South Dakota,57,94.371974018,21,50.433403601,587,408.75403422,567,546.98847307,1658,940.29572742,South Dakota,1192,1240.7386737,518,559.24097041,554,710.25996812,303,294.78817673,1,6.2314892883,South Dakota,0,223,13,23.342196421,98794,6644.1496646,74,139.26214803,760,509.10637234,South Dakota,1032,741.25468737,165,263.47796104,299,348.69693248,891,742.81659416,0,223,South Dakota,674,517.61147691,666,426.62560439
63,Tennessee,9479,3376.7278466,1101,1006.8486528,3644,1665.1558307,5854,2403.8861227,7555,2286.9483748,Tennessee,1728,1066.8662687,476,474.81607813,352,382.21478537,621,668.55226574,14221,2921.3556575,Tennessee,15255,3538.6932058,1434,1396.2512511,887,944.67224095,4449,1319.8448144,6225,2414.6334097,Tennessee,907,548.2982663,1515,976.6656064,9874,2645.8626122,4497,1620.5220123,807,659.39348447,Tennessee,1903,1298.4000735,857,698.79776194,6991,2117.0185921,887,696.17470874,8735,2587.1889618,Tennessee,3246,1121.2071896,0,283,1001,709.79996328,495,452.32116043,421,407.99863577,Tennessee,1643,1268.5830023,882,886.39379107,5361,2472.5899458,8333,1960.2897724,0,283,Tennessee,7424,2092.8121934,1840,1359.9866756,682,523.2324554,2098,1072.407534,85,141.04184337,Tennessee,130,164.89022466,3456,1415.7863349,0,283,781477,24341.125702,7422,1988.7777532,Tennessee,805,801.96997755,109,91.597109739,7904,1952.2611613,2278,1362.1808366,537,461.78771554,Tennessee,1316,554.97799714,452,440.47866157
64,Texas,8538,2628.7501725,9457,3475.5799259,21263,4362.8218026,10856,3027.1001306,61270,6014.0086825,Texas,19748,5184.4579416,2291,1060.9470828,1896,1029.4508048,1298,790.54282747,38150,5338.6996101,Texas,19389,3718.9534461,6988,3027.807663,2303,854.38210423,23156,5090.1241672,9112,2294.3208407,Texas,2375,935.54072888,10722,2935.3628399,4045,1584.7004853,26438,4024.9312604,748,467.38514554,Texas,9001,3331.0279639,4162,1534.1963103,12444,2609.2081563,7075,2445.392122,6329,1830.6265187,Texas,12940,3023.4722757,1346,756.70339727,3355,1398.85402,6111,1562.6368372,823,774.83367924,Texas,5813,1638.3668174,15279,2740.974111,12973,2170.7368827,16530,4213.8514868,839,551.72488284,Texas,11900,2995.329995,25784,4080.3246311,4375,1514.2647637,9849,3944.5951639,4279,1932.318735,Texas,1385,1002.8348241,9363,3123.3846367,1360,666.2943504,10479,2684.8580393,3737251,56614.198346,Texas,4435,1915.831296,485,470.38903718,17223,3831.380126,9996,1924.905169,906,567.74715072,Texas,2915,1091.8333556,1369,1039.2515825
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Utah,336,280.12205526,783,451.21303497,10309,3264.7275452,92,149.08410928,15623,4218.1398765,Utah,6976,2600.9528537,118,167.05418439,500,783.94959893,254,253.50512129,2599,925.90158804,Utah,1494,1418.2714541,1968,1203.4650125,7914,2206.7037346,1357,894.59548165,521,383.04664799,Utah,962,798.76540273,809,751.86515115,456,451.76504151,60,103.13048027,156,189.73632807,Utah,532,387.72810522,1221,1205.1638132,906,597.55969402,1212,849.47320579,191,315.5639992,Utah,1126,799.48159277,1682,934.64442876,1178,1030.5992612,5272,1879.0910316,206,253.9964699,Utah,380,293.58227021,954,645.84122495,1776,997.8592915,233,217.34303765,0,265,Utah,542,435.21179015,669,517.05963849,3060,1344.5840479,608,523.13237256,31,56.864440327,Utah,106,181.44469311,119,188.8041539,71,89.720387141,1331,1496.06944,4769,1741.5249544,Utah,358528,13585.931206,0,265,1047,615.19448193,5817,2335.8092915,96,156.85357503,Utah,656,404.23276888,1297,618.60147901
67,Vermont,64,113.20480774,0,211,46,53.47894747,46,76.587073257,793,405.52486483,Vermont,800,622.59903411,1354,519.30190518,0,211,152,111.05577627,806,475.07901886,Vermont,115,95.327714517,262,255.57366091,26,43.351290206,313,312.31874866,52,86.395393736,Vermont,199,269.74489101,0,211,39,68.273445524,384,550.15696368,996,520.37177124,Vermont,123,203.85028234,1940,390.93676785,99,119.07857197,50,80.612553218,0,211,Vermont,154,268.69250937,0,211,58,101.81938754,30,50.525874411,3828,1105.8432207,Vermont,558,326.93749066,148,126.30236727,2673,844.53441289,180,184.14597601,0,211,Vermont,326,281.14464915,41,37.463046676,0,211,863,462.07856746,0,211,Vermont,225,190.55960034,38,62.110459989,38,56.125606478,126,116.66402163,404,393.83443801,Vermont,207,254.56687256,59341,4385.1391382,254,266.28327939,167,155.83065117,0,211,Vermont,173,215.10788894,240,417.37170683
68,Virginia,2890,1110.4520686,1983,1198.8612834,5651,2695.1746969,602,509.16922123,17162,3493.422096,Virginia,3707,1481.8738971,5330,2379.9954143,1236,746.43123468,8030,1494.1991927,18322,2841.2061463,Virginia,10684,2444.017943,4651,2239.4000129,1225,838.29609958,6402,1730.1430513,2432,843.91554258,Virginia,998,627.15924335,2229,1028.7060472,2257,1178.8193271,2082,1036.6500385,2891,1699.9523042,Virginia,26226,4013.9837268,5017,1706.68092,7227,2013.3651558,1026,649.28673047,1527,1118.6586016,Virginia,1394,649.75938272,524,454.2876806,1852,1733.1245666,1506,1002.7985303,1850,789.42802737,Virginia,9348,2142.9095582,760,704.03069302,18470,3994.0087797,22109,3365.6641106,213,257.016971,Virginia,6870,2364.0006485,839,492.55994674,715,397.57594548,10518,2242.1588964,2391,1186.4902186,Virginia,1243,850.7233244,9969,2436.5999931,0,287,10902,3151.7479875,12764,2405.7085113,Virginia,3226,1569.8246291,932,573.52141184,929239,24834.055464,4090,1726.2328555,4710,1724.8829464,Virginia,1469,926.97151232,1149,836.48233825
69,Washington,1179,748.91314676,3199,1210.1099559,9507,3294.3075736,708,680.86736796,42693,5917.4217718,Washington,4974,1813.6091802,1134,959.44143768,111,180.63905215,247,287.27206359,6782,1734.4114662,Washington,5041,1918.7503817,4084,1373.4106379,8128,1959.6001654,3899,1560.3582445,1764,936.43422057,Washington,1593,805.15784913,723,583.38145576,792,484.05686816,970,665.86401764,459,618.81327422,Washington,2426,1199.7880548,1762,862.86655696,4827,2554.9495051,2021,894.6452392,1349,1355.4249493,Washington,3886,2063.9447963,3050,1288.899018,356,387.13459497,4082,1642.0480308,342,311.33922917,Washington,1969,1417.1526539,1683,821.54485191,5378,2171.33719,3145,1324.5333761,488,387.97683327,Washington,2099,1156.8780472,1521,768.77425495,26687,4105.2538396,1113,688.74875084,595,728.77324617,Washington,456,432.51567413,1317,832.10459578,515,428.06285329,1189,690.58767316,10693,2923.3215115,Washington,3716,1739.7356215,112,132.25073643,3938,1489.7312,888519,25236.960213,917,828.80937944,Washington,1518,723.12355152,1517,854.4547099
70,West Virginia,988,719.96098804,1272,1029.9216783,931,766.79703639,321,514.42992749,181,171.93870193,West Virginia,765,651.72130595,0,269,200,189.18501278,228,197.8775006,4622,2151.6040969,West Virginia,1397,890.79370114,241,331.9300631,530,555.40886069,592,496.51076175,1159,1046.6800979,West Virginia,0,269,0,269,2901,1600.480895,0,269,54,93.252785159,West Virginia,4117,1229.3255156,121,139.63375892,2085,1597.6489915,80,89.624575926,892,1246.2487321,West Virginia,433,415.82447181,0,269,169,172.53258449,105,174.26987456,0,269,West Virginia,1090,750.22442859,0,269,1117,609.18527881,2610,1059.8583214,265,270.07273143,West Virginia,6950,1758.2262589,114,158.46268862,0,269,3085,949.68629619,307,363.05619571,West Virginia,0,269,1217,704.53018617,153,188.25226481,433,420.03908152,1276,943.8496246,West Virginia,475,413.96826198,293,418.10887691,6307,1655.2634206,37,61.385175837,169720,11670.392492,West Virginia,42,61.083570387,0,269
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Wisconsin,574,505.02692209,603,402.2393342,2323,895.59108926,365,266.98481762,4361,1173.8976913,Wisconsin,2798,1602.125833,571,593.21115446,66,116.06871009,0,216,4493,1148.1920887,Wisconsin,1406,514.34509912,341,499.86228772,653,543.68432098,21139,3511.9175465,2460,952.12615631,Wisconsin,2636,1008.0688313,1495,1078.2514491,350,329.61219293,518,338.24096228,23,36.910002523,Wisconsin,669,634.28798152,279,256.51321095,5456,1569.9991085,16937,2645.7180698,789,776.04799373,Wisconsin,1398,731.22109622,176,125.2875673,313,253.1178771,976,532.60263338,94,98.645151427,Wisconsin,410,364.17825729,657,494.84473745,2203,959.25759938,2137,1141.6737908,306,468.01970135,Wisconsin,2609,999.45264337,230,215.90805166,689,473.37915508,976,598.37019149,327,343.88901067,Wisconsin,744,1012.3149433,425,383.49198113,451,510.80984888,1397,848.27563649,3135,1120.1923394,Wisconsin,569,393.00010547,179,251.93001799,1710,846.81158467,1642,926.66560156,195,288.46659213,Wisconsin,699209,19237.757929,222,257.27847331
73,Wyoming,0,265,454,521.644518,759,474.2314178,300,470.67112441,1581,1249.2880452,Wyoming,4636,1386.3151004,0,265,0,265,0,265,857,597.97956115,Wyoming,397,360.96094474,207,224.20812925,1241,868.82112008,171,143.60435446,164,122.46525082,Wyoming,92,135.45803416,440,254.72122532,0,265,324,326.78785167,0,265,Wyoming,0,265,124,228.89984373,1625,1230.9663711,357,318.48576468,0,265,Wyoming,1681,1056.7245564,1659,677.75956404,1861,991.19324505,235,223.01037548,0,265,Wyoming,122,133.56093255,199,346.44906781,96,122.95370904,153,169.51922543,189,202.07537815,Wyoming,224,274.61352317,187,142.67660729,81,109.7388858,92,132.76281272,0,265,Wyoming,107,176.1794232,101,172.86202898,1820,1350.553215,758,1006.4327252,1340,869.17354277,Wyoming,3832,1455.9417253,0,265,367,555.44296456,1770,960.33276901,0,265,Wyoming,286,441.46311218,56319,5487.1571528
74,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,,,,,,,,Footnotes:,,,,
75,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,,,,,,,,*Incudes Puerto Rico and the District of Columbia,,,,
76,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,,,,,,,,MOE - Margin of error based on 90% confidence interval,,,,
77,"Source: U.S. Census Bureau, 2009 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2009 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2009 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2009 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2009 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2009 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2009 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2009 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2009 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2009 American Community Survey",,,,,,,,,,,"Source: U.S. Census Bureau, 2009 American Community Survey",,,,
