,"Table with row headers in column A, L, W, AH, AS, BD, BO, BZ, CK, CV, and DG, and column headers in rows 6 through 8 and 45 through 47.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129
35,Massachusetts,6489250,3528,5583650,23686,706624,22760,140162,8906,583,382,Massachusetts,1891,1205,1572,1170,206,343,14971,3388,1051,527,Massachusetts,13270,2422,131,214,1539,649,11118,2520,1409,612,Massachusetts,682,598,79,128,2842,1071,1891,857,307,253,Massachusetts,0,285,340,397,0,285,4666,1266,3660,1356,Massachusetts,,,1624,931,2185,2035,453,534,1957,1987,Massachusetts,388,356,46,77,792,705,9911,1876,4709,1295,Massachusetts,161,271,20002,3186,2798,1277,0,285,2163,975,Massachusetts,158,204,228,217,5316,1681,6965,1573,1659,1086,Massachusetts,0,285,918,591,7073,2465,207,159,1526,673,Massachusetts,4542,1704,1627,791,0,285,546,404,0,285,Massachusetts,58814,7087,3085,1219,0,285,55729,7124
36,Michigan,9762127,4595,8310098,29394,1291901,28130,116149,8123,2403,1803,Michigan,1040,758,3197,1076,636,434,6726,2018,2031,695,Michigan,277,303,167,160,471,272,11646,2178,3913,1925,Michigan,313,337,66,79,10651,1903,7816,2004,758,493,Michigan,640,469,2353,1473,1342,747,645,477,620,428,Michigan,1206,574,,,1275,646,656,474,2921,1486,Michigan,312,235,213,214,1874,1028,437,357,1676,861,Michigan,669,411,3135,871,2444,903,53,71,9783,1851,Michigan,2276,1296,537,341,3134,1226,653,702,1446,869,Michigan,706,521,4453,1559,7184,2265,545,388,45,77,Michigan,2073,807,1427,666,446,319,6291,1731,568,429,Michigan,43979,4792,1432,1082,0,244,42547,4779
37,Minnesota,5244256,3049,4480630,17843,647946,16565,89872,6022,266,342,Minnesota,1169,851,4165,1655,279,321,6233,1680,2521,1122,Minnesota,211,259,176,171,306,353,2575,951,1776,1237,Minnesota,227,253,231,314,6641,2137,1120,433,4948,2094,Minnesota,1067,576,402,273,519,402,172,199,1259,797,Minnesota,1092,531,2631,1867,,,196,169,1549,898,Minnesota,1020,547,734,415,540,364,183,142,513,416,Minnesota,151,137,1309,650,1673,808,7316,1621,1035,669,Minnesota,284,299,738,390,730,459,123,148,1597,1554,Minnesota,3237,922,1155,1037,2619,1241,1013,792,0,211,Minnesota,2371,1485,1328,604,200,211,17929,2252,343,280,Minnesota,25808,4075,39,62,0,211,25769,4079
38,Mississippi,2931228,3253,2510729,16977,340266,16300,72321,5412,8306,2433,Mississippi,1192,1055,187,188,4941,2495,3000,1221,1167,854,Mississippi,71,140,0,287,0,287,4814,1372,4014,1632,Mississippi,276,383,121,172,3030,1391,1403,1445,114,136,Mississippi,330,360,407,350,7390,1780,0,287,649,529,Mississippi,107,154,2495,1469,863,996,,,959,544,Mississippi,314,278,0,287,408,323,0,287,403,398,Mississippi,633,669,1026,524,2227,1080,0,287,1312,783,Mississippi,663,520,0,287,750,499,145,241,1860,982,Mississippi,56,99,8158,2173,5755,1663,232,229,0,287,Mississippi,572,350,508,492,94,177,879,630,490,422,Mississippi,7912,1818,814,728,67,128,7031,1784
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Missouri,5920858,4730,4968921,23164,786726,21904,145226,7633,819,561,Missouri,1051,822,2988,1145,4381,1133,9840,2218,1903,781,Missouri,243,282,314,322,478,322,8317,2320,2492,1119,Missouri,380,294,830,909,21277,3689,3351,1123,4708,1328,Missouri,23427,3689,2552,1075,2238,2007,171,179,1359,812,Missouri,1395,931,2610,954,1701,810,1183,510,,,Missouri,220,192,2636,1240,1060,648,108,180,1320,804,Missouri,150,147,2630,1474,1825,760,848,1186,2163,847,Missouri,4647,1478,314,204,1639,755,0,259,954,578,Missouri,512,445,3311,1272,12884,3043,1319,664,498,524,Missouri,3206,1413,1107,748,177,231,1331,693,359,496,Missouri,19985,2742,867,658,0,259,19118,2624
41,Montana,978507,1744,821709,7063,117752,6986,35630,3807,212,332,Montana,650,561,1909,1125,672,487,5756,1903,2185,870,Montana,128,148,71,120,0,237,1373,1173,46,87,Montana,0,237,1458,859,1094,789,251,233,169,198,Montana,60,93,321,490,85,118,76,102,51,86,Montana,59,97,648,534,1323,603,242,356,564,481,Montana,,,340,424,548,386,0,237,0,237,Montana,660,688,246,282,1072,1127,1677,1012,89,118,Montana,182,174,1620,861,419,319,0,237,110,150,Montana,295,258,111,193,2101,1013,964,618,0,237,Montana,497,401,3250,1281,0,237,357,267,1689,672,Montana,3416,1125,11,19,0,237,3405,1124
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Current residence in --,Population 1 year and over,,Same house 1 year ago,,Same state of residence 1 year ago,,Different state of residence 1 year ago,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Different state of residence 1 year ago (cont.),,,,,,,,,,Current residence in --,Abroad 1 year ago--,,,,,,,
44,,,,,,,,Total,,Alabama,,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,,Connecticut,,Delaware,,District of Columbia ,,Florida,,Georgia,,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,,,Total,,Puerto Rico,,U.S. Island Area,,Foreign Country,
45,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Nebraska,1802697,2153,1497138,11336,247005,9960,51290,4521,232,262,Nebraska,35,46,2322,1501,674,587,4430,1419,4182,1393,Nebraska,361,562,177,235,0,228,1775,992,1202,870,Nebraska,257,213,127,135,1820,1218,639,453,5536,1473,Nebraska,2484,869,153,166,89,166,0,228,77,100,Nebraska,100,167,726,440,2254,1114,823,865,2723,1319,Nebraska,112,160,,,232,180,0,228,143,171,Nebraska,831,805,111,115,442,284,777,978,1232,966,Nebraska,702,393,506,385,345,347,0,228,65,105,Nebraska,2936,1369,77,129,4445,1562,537,495,0,228,Nebraska,772,604,1230,793,73,89,1046,585,1478,545,Nebraska,7264,1562,0,228,278,465,6986,1500
48,Nevada,2667364,3181,2030410,22983,517261,21311,102677,8786,150,246,Nevada,511,659,7818,2342,530,421,35472,5381,2935,1969,Nevada,648,868,0,309,0,309,3579,2182,1187,1333,Nevada,4363,2688,1686,984,1711,927,739,545,543,371,Nevada,453,654,569,668,733,757,0,309,485,402,Nevada,1275,752,2202,861,805,528,946,748,1747,1218,Nevada,770,742,1129,951,,,59,97,1528,1205,Nevada,1220,715,1204,753,957,531,37,64,1554,852,Nevada,886,600,2629,1056,1567,752,167,223,312,291,Nevada,1203,803,706,681,5224,2241,4500,2410,197,328,Nevada,1832,1429,3290,1219,56,101,419,244,144,144,Nevada,17016,3514,502,618,454,518,16060,3479
49,New Hampshire,1303865,1720,1118359,9822,141213,9061,39367,4220,152,235,New Hampshire,0,257,544,383,0,257,1692,969,240,250,New Hampshire,3134,1187,0,257,298,389,1659,699,0,257,New Hampshire,51,83,66,113,850,741,23,37,109,124,New Hampshire,57,100,0,257,19,33,3242,983,49,81,New Hampshire,13752,2615,230,222,240,270,25,41,295,387,New Hampshire,486,638,0,257,95,123,,,540,365,New Hampshire,276,394,2462,997,471,439,0,257,28,35,New Hampshire,0,257,508,544,674,406,988,677,51,85,New Hampshire,0,257,372,387,1570,1644,279,223,2566,1011,New Hampshire,745,807,261,434,0,257,268,418,0,257,New Hampshire,4926,1349,56,93,285,327,4585,1349
50,New Jersey,8709933,4515,7841470,25935,684482,23318,127369,8536,616,406,New Jersey,383,407,1625,847,258,346,8777,2628,807,590,New Jersey,2503,1323,1543,702,431,335,9841,2289,4588,2901,New Jersey,385,422,91,148,2656,995,402,471,332,331,New Jersey,442,403,91,147,249,264,95,112,4231,2100,New Jersey,2626,973,1070,578,322,274,450,478,727,417,New Jersey,122,206,261,361,874,616,705,380,,,New Jersey,421,281,41374,5068,3052,1042,0,281,1584,1069,New Jersey,32,51,613,578,22225,3517,332,376,1134,598,New Jersey,0,281,852,631,3434,1520,178,205,57,98,New Jersey,2670,1099,964,617,358,353,586,571,0,281,New Jersey,56612,6048,2732,1263,245,402,53635,5935
51,New Mexico,2039549,2727,1735950,14043,220663,12854,73605,7703,751,550,New Mexico,969,801,6117,2902,77,109,6547,2252,2852,1095,New Mexico,25,41,391,444,56,95,3259,1428,1977,1097,New Mexico,122,185,755,565,526,362,465,458,0,285,New Mexico,751,581,739,1131,65,87,94,155,1968,1112,New Mexico,2076,1567,1460,843,179,231,719,630,138,211,New Mexico,1003,1419,530,726,4192,2452,79,130,160,200,New Mexico,,,784,581,1793,844,79,150,1712,883,New Mexico,1182,854,1659,1403,809,526,46,81,152,182,New Mexico,204,322,1269,801,18511,3785,1601,1033,309,435,New Mexico,290,249,3004,1315,0,285,407,339,752,727,New Mexico,9331,2454,632,678,173,271,8526,2203
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,New York,19171916,7371,16976205,41292,1779540,36331,269427,14924,1310,924,New York,5070,2375,2649,799,362,249,25177,4560,3135,1173,New York,15338,2651,2603,1828,1983,820,30553,4156,7676,1970,New York,259,195,198,198,6533,2144,2497,1311,477,319,New York,1189,712,804,500,1321,847,2270,1705,5912,1583,New York,16855,3094,4779,1496,1649,1086,872,381,1870,961,New York,237,210,886,564,2077,810,2636,1065,35333,4610,New York,829,596,,,13322,3003,0,275,6510,1610,New York,2298,1033,2284,1098,20514,3022,1913,1041,7161,2607,New York,521,509,1730,835,9692,2018,910,988,2900,908,New York,8881,1939,2503,976,444,285,2354,1588,151,148,New York,146744,10086,6740,2049,199,187,139805,10405
54,North Carolina,9443000,5070,7982017,29580,1141001,25307,263256,13976,3044,1381,North Carolina,1618,1103,2847,1062,550,306,16699,3085,1842,1052,North Carolina,3752,1748,479,354,1691,548,28983,4184,15943,3370,North Carolina,1567,871,724,564,5657,1875,4132,1280,1077,806,North Carolina,2192,1266,4419,1984,2180,1222,2259,990,9881,2730,North Carolina,4052,1420,5789,2071,1839,844,1187,818,1932,965,North Carolina,230,274,516,357,698,639,2130,1440,7195,1847,North Carolina,1186,1065,19406,3099,,,243,402,8661,2362,North Carolina,1453,717,1796,1013,11155,2465,97,161,23196,4788,North Carolina,362,304,8685,2249,14329,3409,790,551,350,244,North Carolina,25662,3825,2874,1166,3025,1129,2012,910,870,819,North Carolina,56726,6204,1950,1463,424,371,54352,5718
55,North Dakota,665654,1209,556222,6833,75720,5430,30100,3890,109,108,North Dakota,1066,823,662,481,168,206,1411,873,873,614,North Dakota,30,47,0,211,175,275,492,376,799,837,North Dakota,53,84,69,82,39,54,45,77,289,376,North Dakota,114,154,97,85,374,422,0,211,121,94,North Dakota,52,84,298,250,12350,2469,0,211,197,208,North Dakota,1236,733,328,316,382,357,0,211,144,183,North Dakota,380,517,188,224,637,680,,,134,167,North Dakota,108,120,313,439,392,377,0,211,0,211,North Dakota,1038,510,273,270,2513,1293,462,431,0,211,North Dakota,25,39,696,344,0,211,749,480,219,206,North Dakota,3612,1401,0,211,44,78,3568,1401
56,Ohio,11405101,4931,9745227,23258,1453401,23324,172633,10673,1289,751,Ohio,1556,1531,4715,2132,434,504,8997,1767,2859,1134,Ohio,1307,819,15,25,972,768,16495,2765,9502,2685,Ohio,436,331,564,694,7092,1635,9438,2077,1270,757,Ohio,1016,494,9159,1874,743,511,291,238,3828,1666,Ohio,3686,1712,15130,3104,2298,1327,89,105,1171,569,Ohio,460,450,1531,983,2240,1351,175,205,2465,1028,Ohio,515,380,5988,1895,5985,1492,26,53,,,Ohio,1228,1044,342,306,12012,2269,444,314,2479,1021,Ohio,207,215,4987,2031,7465,2241,485,318,182,173,Ohio,6769,1705,2567,905,7814,2197,1771,934,144,187,Ohio,33840,3757,2140,1360,159,176,31541,3544
57,Oklahoma,3716264,3181,3065497,21363,528824,18463,106511,8108,1612,1283,Oklahoma,1397,1554,2759,1013,5873,1827,9429,2426,3184,1286,Oklahoma,68,129,109,164,0,253,5438,1371,3159,1688,Oklahoma,773,864,611,668,2679,1529,957,550,1108,660,Oklahoma,5024,2088,877,607,2208,808,298,278,382,407,Oklahoma,465,481,1047,478,599,369,1733,789,4102,1427,Oklahoma,448,342,829,530,1079,598,69,131,890,890,Oklahoma,2723,1280,1118,743,1991,1219,139,136,1385,681,Oklahoma,,,398,300,1316,1283,119,137,596,377,Oklahoma,83,135,1872,895,28238,4132,428,454,93,109,Oklahoma,2286,1049,2035,1130,221,270,551,396,1713,1012,Oklahoma,15432,3309,209,222,364,373,14859,3345
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Oregon,3794008,3282,3110896,20156,545841,17758,116700,7898,400,290,Oregon,2027,910,5264,1539,246,217,34190,4899,2050,924,Oregon,270,273,0,277,217,239,2273,1051,688,572,Oregon,2323,1117,4129,1397,1565,862,317,319,161,176,Oregon,678,685,0,277,0,277,0,277,595,405,Oregon,1471,1154,1159,783,668,442,735,770,1786,992,Oregon,3386,1956,777,574,2805,1436,317,280,544,582,Oregon,981,679,2538,1146,1040,758,592,521,1541,902,Oregon,821,683,,,1689,1185,0,277,989,1271,Oregon,741,581,787,455,3826,1484,2879,1047,456,405,Oregon,1124,593,22793,3575,358,308,1981,1181,523,336,Oregon,20571,3300,821,847,0,277,19750,3228
60,Pennsylvania,12577555,4619,11053022,29699,1239199,26490,235580,12249,369,368,Pennsylvania,2185,1301,3668,1451,807,601,12077,2875,3657,1375,Pennsylvania,4007,1559,4608,1169,1621,866,18212,3129,4644,1340,Pennsylvania,332,292,380,408,4490,1429,2018,739,227,319,Pennsylvania,1426,1201,1675,766,625,382,1621,895,18281,2839,Pennsylvania,4455,1178,4961,2285,1491,873,563,498,1725,788,Pennsylvania,339,290,551,410,1810,1177,729,531,42456,5218,Pennsylvania,1250,883,30481,3719,7611,2053,521,517,14545,3377,Pennsylvania,1254,749,918,545,,,377,327,1315,651,Pennsylvania,966,927,1611,626,7778,2650,1048,684,215,214,Pennsylvania,10558,2596,2495,1141,4258,1674,1300,1081,1069,936,Pennsylvania,49754,5788,6275,2169,147,176,43332,5190
61,Rhode Island,1042240,1435,900283,9035,99603,7344,32059,4070,136,214,Rhode Island,0,291,324,286,0,291,1697,791,59,98,Rhode Island,4090,1497,0,291,146,240,1336,778,382,377,Rhode Island,274,546,0,291,1210,768,206,334,48,79,Rhode Island,0,291,0,291,0,291,447,350,977,676,Rhode Island,8639,1836,77,125,47,78,0,291,47,78,Rhode Island,0,291,0,291,297,259,333,322,1868,649,Rhode Island,0,291,4583,1398,1376,1080,62,103,0,291,Rhode Island,199,331,0,291,560,461,,,61,105,Rhode Island,48,78,71,118,678,500,0,291,72,122,Rhode Island,1399,908,160,206,150,233,0,291,0,291,Rhode Island,10295,3236,276,353,0,291,10019,3178
62,South Carolina,4577399,3786,3870879,23788,537961,21768,152441,10548,1741,721,South Carolina,1670,1199,1457,870,365,280,4691,1983,1867,1378,South Carolina,3998,2132,249,274,38,63,16060,3907,17486,3100,South Carolina,813,521,233,207,4253,1651,2174,884,703,870,South Carolina,514,612,2211,1215,2059,986,603,448,5184,2183,South Carolina,3765,1826,3709,1403,818,463,1175,681,1371,797,South Carolina,0,296,0,296,1173,793,486,296,4908,1660,South Carolina,1390,1444,7912,2045,20749,3397,118,196,3883,1190,South Carolina,1458,1353,1020,951,4689,1531,154,179,,,South Carolina,95,109,3816,1732,4965,1539,455,437,478,500,South Carolina,9786,2245,3070,1589,1190,536,1057,639,382,524,South Carolina,16118,2669,269,229,28,47,15821,2663
63,South Dakota,805616,1372,680993,6027,96805,5853,25777,3187,325,333,South Dakota,25,44,745,533,61,120,1338,703,807,447,South Dakota,0,223,0,223,0,223,251,242,24,44,South Dakota,75,123,457,289,80,134,439,381,3520,1429,South Dakota,571,471,82,103,129,196,0,223,0,223,South Dakota,407,471,144,127,4615,1629,201,213,252,210,South Dakota,560,364,2260,1028,38,63,0,223,0,223,South Dakota,38,67,758,469,262,231,2020,1029,160,174,South Dakota,296,289,122,136,209,268,0,223,0,223,South Dakota,,,0,223,1334,812,0,223,0,223,South Dakota,224,217,1564,973,0,223,736,533,648,549,South Dakota,2041,830,0,223,0,223,2041,830
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Tennessee,6282706,4009,5299496,24505,801355,21988,159778,11597,8897,2131,Tennessee,343,300,2291,1160,4736,1836,8019,2431,1858,1182,Tennessee,765,713,248,254,394,484,14168,3004,11065,2592,Tennessee,243,402,333,374,3162,1151,4764,1593,1052,864,Tennessee,2506,2041,11188,3378,2602,1490,84,138,1450,701,Tennessee,1733,904,5529,1806,1504,1160,9029,2461,4342,1588,Tennessee,290,243,187,177,2433,1517,197,238,2230,1219,Tennessee,621,543,4800,1691,7102,1676,0,287,4462,2091,Tennessee,669,482,430,497,2562,1256,805,913,4765,2102,Tennessee,63,112,,,8701,2089,2062,1241,0,287,Tennessee,8650,2526,1412,911,2201,1455,2831,1402,0,287,Tennessee,22077,2865,0,287,0,287,22077,2865
66,Texas,24899075,8102,20500156,52416,3740344,51566,486558,20955,8636,2633,Texas,11613,3256,16521,3719,15251,3182,68959,7058,16361,3311,Texas,924,551,704,533,460,400,26668,4238,16671,3792,Texas,3718,1263,2033,1171,20169,3942,6985,2350,3946,1452,Texas,11598,2743,5153,1839,31149,5628,1318,889,4724,1564,Texas,7139,2275,13775,3091,6088,2182,7773,2477,12061,2517,Texas,1027,614,4893,2391,8324,2790,1067,637,7058,2884,Texas,11752,2780,16624,4092,12183,3708,2452,1624,8317,1971,Texas,22969,4302,4373,1618,7161,2092,975,613,5249,1965,Texas,1936,836,13044,3538,,,4123,1574,52,88,Texas,13713,2694,8847,2397,2221,1231,5927,1723,1874,1022,Texas,172017,11236,4180,2074,843,622,166994,10904
67,Utah,2724064,2775,2240636,18397,388410,17535,77780,6769,93,114,Utah,1798,1320,8147,2522,316,262,12187,2104,3987,1226,Utah,119,148,0,267,138,168,2097,1007,966,644,Utah,932,930,7692,2177,1831,767,517,475,483,348,Utah,299,340,235,266,46,98,148,237,426,302,Utah,246,253,261,243,914,545,127,134,1255,929,Utah,1929,1099,118,121,4549,1568,0,267,247,240,Utah,518,480,1462,752,1167,840,0,267,1527,1163,Utah,886,947,2525,1094,557,347,0,267,838,716,Utah,875,1215,459,385,5305,1508,,,297,494,Utah,3005,2000,3792,1538,0,267,338,323,2126,1168,Utah,17238,3167,383,446,108,129,16747,3143
68,Vermont,619363,779,534975,5691,59032,4857,22529,2945,0,211,Vermont,184,181,65,76,0,211,1001,506,326,238,Vermont,1287,585,87,111,9,15,2063,1237,496,395,Vermont,49,71,0,211,370,415,0,211,91,93,Vermont,0,211,176,146,0,211,824,365,300,294,Vermont,3599,1075,201,209,85,116,0,211,51,86,Vermont,236,207,0,211,58,75,2760,827,751,390,Vermont,0,211,4056,1050,539,455,30,50,50,65,Vermont,0,211,100,122,524,339,227,154,134,157,Vermont,153,214,125,104,565,449,0,211,,,Vermont,400,361,128,115,0,211,377,488,52,86,Vermont,2827,845,0,211,0,211,2827,845
69,Virginia,7930773,4735,6752310,28251,870491,21599,259507,12319,2671,1201,Virginia,3296,1952,3807,1454,1233,1034,17088,3674,3229,1571,Virginia,2468,921,1265,828,10593,2299,18165,3554,11927,3210,Virginia,2347,1394,1159,787,7576,2202,2892,1856,1135,758,Virginia,2103,1418,2051,1056,2148,926,1494,932,24822,4371,Virginia,4104,1347,5733,2245,462,292,1858,1007,4262,2141,Virginia,866,1090,523,475,748,469,372,515,6825,1687,Virginia,1098,735,17525,3087,23829,4041,201,325,7708,2181,Virginia,781,611,2137,2081,11796,2546,1543,1150,8339,2247,Virginia,98,179,5842,1776,12938,3212,1551,822,676,599,Virginia,,,4373,1700,6779,2481,2648,1525,423,429,Virginia,48465,5536,1306,872,217,207,46942,5312
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Washington,6661321,4568,5464985,26926,946923,24983,191784,12094,1322,1150,Washington,5644,2055,5971,2284,658,531,39468,5451,4883,1316,Washington,642,450,202,198,243,260,5378,1314,3107,1650,Washington,4246,1482,12661,3237,3931,1438,1912,1321,1685,993,Washington,1694,1174,886,626,1011,588,717,653,629,445,Washington,1448,796,2871,1443,1323,656,737,784,3727,2288,Washington,5094,1449,323,245,5310,1954,282,305,721,604,Washington,1012,599,4140,1494,2143,1189,515,426,2727,1146,Washington,1986,1131,26235,4414,2893,1410,220,197,3047,1800,Washington,866,729,789,511,11338,3003,4020,1681,981,803,Washington,7266,2764,,,62,107,2180,1074,638,524,Washington,57629,6310,0,277,2715,1276,54914,5988
72,West Virginia,1833535,1890,1625125,9824,166168,9198,39609,4590,41,69,West Virginia,1326,1210,0,269,0,269,760,511,608,553,West Virginia,84,148,556,506,480,466,1842,825,485,354,West Virginia,0,269,88,158,356,338,366,311,0,269,West Virginia,161,198,851,732,60,117,0,269,4249,1182,West Virginia,191,169,657,379,0,269,44,75,160,190,West Virginia,39,62,0,269,25,42,107,185,906,537,West Virginia,0,269,611,416,2552,985,268,399,7925,2201,West Virginia,229,363,0,269,4908,1396,238,292,647,493,West Virginia,0,269,1160,833,968,650,112,144,208,205,West Virginia,4999,1573,192,199,,,150,188,0,269,West Virginia,2633,899,182,232,0,269,2451,855
73,Wisconsin,5623196,3124,4824045,20412,691592,17462,93065,6949,552,523,Wisconsin,798,549,1854,674,518,299,4506,1080,1890,806,Wisconsin,359,356,351,522,98,118,4492,1416,1656,684,Wisconsin,550,532,902,771,20299,3115,2563,921,2300,936,Wisconsin,752,696,287,215,331,302,448,427,1088,700,Wisconsin,992,1121,6317,1567,16741,2575,810,987,1716,890,Wisconsin,154,164,853,685,1049,897,69,116,632,422,Wisconsin,123,115,1291,512,1817,1007,497,373,1674,1063,Wisconsin,89,137,1444,768,2211,1428,0,218,1142,626,Wisconsin,235,159,856,469,3039,983,476,398,75,123,Wisconsin,771,543,1013,634,256,229,,,129,104,Wisconsin,14494,2323,521,478,0,218,13973,2235
